Year;Month;Zona Venta;Grupo Articulo;Clase Color/Clasif;Espesor.;MT3
2019;January;CENTRO LIMA;PELIKANO;MADERA;25;1.3
2019;January;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;170.3
2019;January;CENTRO LIMA;PELIKANO;NUEVO COLOR;6;0.1
2019;January;CENTRO LIMA;PELIKANO RH;BLANCO;18;56.7
2019;January;CENTRO LIMA;PELIKANO RH;BLANCO;36;2.8
2019;January;CENTRO LIMA;PELIKANO RH;LLANO;18;12.8
2019;January;CENTRO LIMA;PELIKANO RH;MADERA;18;43.7
2019;January;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;33.1
2019;January;CENTRO LIMA;PELIKANO MDF;BLANCO;18;0.4
2019;January;CENTRO LIMA;MDP NOVOPAN;CRUDO;12;2.9
2019;January;CENTRO LIMA;MDP NOVOPAN;CRUDO;18;21.2
2019;January;CENTRO LIMA;MDP NOVOPAN;CRUDO;6;10.7
2019;January;CENTRO LIMA;MDP RH NOVOPAN;CRUDO;18;21.1
2019;January;CENTRO PROVINCIA;PELIKANO;BLANCO;15;4.5
2019;January;CENTRO PROVINCIA;PELIKANO;BLANCO;18;77.1
2019;January;CENTRO PROVINCIA;PELIKANO;LLANO;18;10.2
2019;January;CENTRO PROVINCIA;PELIKANO;MADERA;15;6
2019;January;CENTRO PROVINCIA;PELIKANO;MADERA;18;137.5
2019;January;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;15.6
2019;January;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;63.4
2019;January;CENTRO PROVINCIA;PELIKANO RH;BLANCO;18;11.1
2019;January;CENTRO PROVINCIA;PELIKANO RH;BLANCO;36;7
2019;January;CENTRO PROVINCIA;PELIKANO RH;MADERA;18;0.9
2019;January;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;12;8.7
2019;January;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;15;41.9
2019;January;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;18;9.1
2019;January;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;6;8
2019;January;GRAN INDUSTRIA;PELIKANO;BLANCO;18;3
2019;January;GRAN INDUSTRIA;PELIKANO;BLANCO;25;6
2019;January;GRAN INDUSTRIA;PELIKANO;LLANO;18;6
2019;January;GRAN INDUSTRIA;PELIKANO;MADERA;18;6
2019;January;GRAN INDUSTRIA;PELIKANO;MADERA;25;3
2019;January;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;18;4.5
2019;January;GRAN INDUSTRIA;PELIKANO RH;LLANO;18;27.2
2019;January;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;18;3
2019;January;NORTE LIMA;PELIKANO;BLANCO;15;6.8
2019;January;NORTE LIMA;PELIKANO;BLANCO;18;214.5
2019;January;NORTE LIMA;PELIKANO;BLANCO;25;13.5
2019;January;NORTE LIMA;PELIKANO;BLANCO;6;5.4
2019;January;NORTE LIMA;PELIKANO;LLANO;18;84.3
2019;January;NORTE LIMA;PELIKANO;LLANO;25;2.2
2019;January;NORTE LIMA;PELIKANO;MADERA;18;175.5
2019;January;NORTE LIMA;PELIKANO;NUEVO COLOR;18;207.9
2019;January;NORTE LIMA;PELIKANO RH;BLANCO;18;107.2
2019;January;NORTE LIMA;PELIKANO RH;LLANO;18;18.2
2019;January;NORTE LIMA;PELIKANO RH;MADERA;18;17.4
2019;January;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;12.2
2019;January;NORTE LIMA;PELIKANO RH;NUEVO COLOR;25;5.5
2019;January;NORTE LIMA;PELIKANO MDF;LLANO;18;0.7
2019;January;NORTE LIMA;MDP NOVOPAN;CRUDO;12;29
2019;January;NORTE LIMA;MDP NOVOPAN;CRUDO;15;71.8
2019;January;NORTE LIMA;MDP NOVOPAN;CRUDO;6;32.1
2019;January;NORTE PROVINCIA;PELIKANO;BLANCO;18;411
2019;January;NORTE PROVINCIA;PELIKANO;LLANO;18;51.2
2019;January;NORTE PROVINCIA;PELIKANO;MADERA;18;254.3
2019;January;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;226
2019;January;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;54.4
2019;January;NORTE PROVINCIA;PELIKANO RH;LLANO;18;3
2019;January;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;4.7
2019;January;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;3
2019;January;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;6;18.7
2019;January;NORTE PROVINCIA;MDP RH NOVOPAN;CRUDO;18;6
2019;January;RETAIL;PELIKANO;BLANCO;15;15
2019;January;RETAIL;PELIKANO;BLANCO;18;484.6
2019;January;RETAIL;PELIKANO;LLANO;18;144.9
2019;January;RETAIL;PELIKANO;MADERA;18;679.7
2019;January;RETAIL;PELIKANO;NUEVO COLOR;18;447.9
2019;January;RETAIL;PELIKANO RH;BLANCO;18;213.1
2019;January;RETAIL;PELIKANO RH;LLANO;18;30.2
2019;January;RETAIL;PELIKANO RH;MADERA;18;15.1
2019;January;RETAIL;PELIKANO RH;NUEVO COLOR;18;45.3
2019;January;RETAIL;MDP NOVOPAN;CRUDO;12;15.9
2019;January;RETAIL;MDP NOVOPAN;CRUDO;15;52.4
2019;January;RETAIL;MDP NOVOPAN;CRUDO;18;9.1
2019;January;RETAIL;MDP RH NOVOPAN;CRUDO;18;9
2019;January;SUR LIMA;PELIKANO;BLANCO;15;9.9
2019;January;SUR LIMA;PELIKANO;BLANCO;18;636
2019;January;SUR LIMA;PELIKANO;BLANCO;25;33.2
2019;January;SUR LIMA;PELIKANO;BLANCO;6;8
2019;January;SUR LIMA;PELIKANO;LLANO;18;145.2
2019;January;SUR LIMA;PELIKANO;LLANO;25;9.1
2019;January;SUR LIMA;PELIKANO;MADERA;18;939
2019;January;SUR LIMA;PELIKANO;NUEVO COLOR;18;553.4
2019;January;SUR LIMA;PELIKANO RH;BLANCO;18;213.5
2019;January;SUR LIMA;PELIKANO RH;LLANO;18;292.6
2019;January;SUR LIMA;PELIKANO RH;MADERA;18;14.7
2019;January;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;24.2
2019;January;SUR LIMA;PELIKANO RH;NUEVO COLOR;25;1.2
2019;January;SUR LIMA;MDP NOVOPAN;CRUDO;12;29
2019;January;SUR LIMA;MDP NOVOPAN;CRUDO;15;12
2019;January;SUR LIMA;MDP NOVOPAN;CRUDO;25;15.1
2019;January;SUR LIMA;MDP NOVOPAN;CRUDO;6;24.1
2019;January;SUR LIMA;MDP RH NOVOPAN;CRUDO;18;9
2019;January;SUR PROVINCIA;PELIKANO;BLANCO;15;29.9
2019;January;SUR PROVINCIA;PELIKANO;BLANCO;18;139
2019;January;SUR PROVINCIA;PELIKANO;LLANO;15;10.5
2019;January;SUR PROVINCIA;PELIKANO;LLANO;18;53.1
2019;January;SUR PROVINCIA;PELIKANO;MADERA;15;53.8
2019;January;SUR PROVINCIA;PELIKANO;MADERA;18;249.3
2019;January;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;89.2
2019;January;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;168.2
2019;January;SUR PROVINCIA;PELIKANO RH;BLANCO;18;4.5
2019;January;SUR PROVINCIA;PELIKANO RH;LLANO;15;1.5
2019;January;SUR PROVINCIA;PELIKANO RH;MADERA;18;0.9
2019;January;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;3.9
2019;January;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;36;3.4
2019;January;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;84
2019;January;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;107.6
2019;January;SUR PROVINCIA;MDP RH NOVOPAN;CRUDO;18;1.5
2019;February;CENTRO LIMA;PELIKANO;BLANCO;15;35.9
2019;February;CENTRO LIMA;PELIKANO;BLANCO;18;368.1
2019;February;CENTRO LIMA;PELIKANO;BLANCO;6;2.7
2019;February;CENTRO LIMA;PELIKANO;LLANO;15;15
2019;February;CENTRO LIMA;PELIKANO;LLANO;18;113.5
2019;February;CENTRO LIMA;PELIKANO;LLANO;25;3
2019;February;CENTRO LIMA;PELIKANO;MADERA;18;200.6
2019;February;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;160.6
2019;February;CENTRO LIMA;PELIKANO RH;BLANCO;18;78.9
2019;February;CENTRO LIMA;PELIKANO RH;LLANO;18;15.9
2019;February;CENTRO LIMA;PELIKANO RH;MADERA;18;25.7
2019;February;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;12.1
2019;February;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;36;3.2
2019;February;CENTRO LIMA;MDP NOVOPAN;CRUDO;12;2.9
2019;February;CENTRO LIMA;MDP NOVOPAN;CRUDO;15;7.6
2019;February;CENTRO LIMA;MDP NOVOPAN;CRUDO;25;36.2
2019;February;CENTRO LIMA;MDP NOVOPAN;CRUDO;6;2.7
2019;February;CENTRO LIMA;MDP NOVOPAN;CRUDO;9;17
2019;February;CENTRO PROVINCIA;PELIKANO;BLANCO;15;6
2019;February;CENTRO PROVINCIA;PELIKANO;BLANCO;18;46.8
2019;February;CENTRO PROVINCIA;PELIKANO;LLANO;15;3
2019;February;CENTRO PROVINCIA;PELIKANO;LLANO;18;43.2
2019;February;CENTRO PROVINCIA;PELIKANO;MADERA;15;4.2
2019;February;CENTRO PROVINCIA;PELIKANO;MADERA;18;118.1
2019;February;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;15.6
2019;February;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;81.6
2019;February;CENTRO PROVINCIA;PELIKANO RH;BLANCO;18;13.6
2019;February;CENTRO PROVINCIA;PELIKANO RH;LLANO;18;1
2019;February;CENTRO PROVINCIA;PELIKANO RH;MADERA;18;4.7
2019;February;CENTRO PROVINCIA;PELIKANO MDF;BLANCO;18;1
2019;February;CENTRO PROVINCIA;PELIKANO MDF;LLANO;18;0.3
2019;February;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;12;14.5
2019;February;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;15;23.9
2019;February;GRAN INDUSTRIA;PELIKANO;BLANCO;18;22.4
2019;February;GRAN INDUSTRIA;PELIKANO;BLANCO;25;0.7
2019;February;GRAN INDUSTRIA;PELIKANO;BLANCO;6;5.4
2019;February;GRAN INDUSTRIA;PELIKANO;LLANO;18;0.6
2019;February;GRAN INDUSTRIA;PELIKANO;LLANO;25;0.1
2019;February;GRAN INDUSTRIA;PELIKANO;MADERA;18;14.4
2019;February;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;15;0.4
2019;February;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;18;11.6
2019;February;GRAN INDUSTRIA;PELIKANO RH;BLANCO;18;6.3
2019;February;GRAN INDUSTRIA;PELIKANO RH;LLANO;18;103.2
2019;February;GRAN INDUSTRIA;PELIKANO RH;LLANO;25;6
2019;February;GRAN INDUSTRIA;PELIKANO RH;MADERA;18;0.4
2019;February;GRAN INDUSTRIA;PELIKANO RH;MADERA;36;0.4
2019;February;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;18;0.4
2019;February;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;12;0.1
2019;February;GRAN INDUSTRIA;MDP RH NOVOPAN;CRUDO;18;0.1
2019;February;NORTE LIMA;PELIKANO;BLANCO;15;4.3
2019;February;NORTE LIMA;PELIKANO;BLANCO;18;287
2019;February;NORTE LIMA;PELIKANO;BLANCO;25;9.9
2019;February;NORTE LIMA;PELIKANO;LLANO;18;133.8
2019;February;NORTE LIMA;PELIKANO;LLANO;25;3
2019;February;NORTE LIMA;PELIKANO;MADERA;18;261.9
2019;February;NORTE LIMA;PELIKANO;NUEVO COLOR;18;194.2
2019;February;NORTE LIMA;PELIKANO;NUEVO COLOR;6;0.4
2019;February;NORTE LIMA;PELIKANO RH;BLANCO;18;99.7
2019;February;NORTE LIMA;PELIKANO RH;LLANO;18;39.4
2019;February;NORTE LIMA;PELIKANO RH;MADERA;18;43.6
2019;February;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;17.1
2019;February;NORTE LIMA;PELIKANO RH;NUEVO COLOR;25;1.3
2019;February;NORTE LIMA;PELIKANO MDF;LLANO;18;0.5
2019;February;NORTE LIMA;MDP NOVOPAN;CRUDO;12;44
2019;February;NORTE LIMA;MDP NOVOPAN;CRUDO;15;18.2
2019;February;NORTE LIMA;MDP NOVOPAN;CRUDO;6;11.1
2019;February;NORTE LIMA;MDP NOVOPAN;CRUDO;9;4.3
2019;February;NORTE PROVINCIA;PELIKANO;BLANCO;18;350.5
2019;February;NORTE PROVINCIA;PELIKANO;LLANO;18;97.4
2019;February;NORTE PROVINCIA;PELIKANO;MADERA;18;273.4
2019;February;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;290
2019;February;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;68
2019;February;NORTE PROVINCIA;PELIKANO RH;LLANO;18;15.1
2019;February;NORTE PROVINCIA;PELIKANO RH;MADERA;18;7.6
2019;February;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;14
2019;February;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;12;2.9
2019;February;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;23.9
2019;February;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;6;2.7
2019;February;NORTE PROVINCIA;MDP RH NOVOPAN;CRUDO;18;0.9
2019;February;RETAIL;PELIKANO;BLANCO;15;35.9
2019;February;RETAIL;PELIKANO;BLANCO;18;397.3
2019;February;RETAIL;PELIKANO;BLANCO;6;2.7
2019;February;RETAIL;PELIKANO;LLANO;15;3
2019;February;RETAIL;PELIKANO;LLANO;18;157.1
2019;February;RETAIL;PELIKANO;MADERA;18;698
2019;February;RETAIL;PELIKANO;NUEVO COLOR;18;429.9
2019;February;RETAIL;PELIKANO RH;BLANCO;18;145
2019;February;RETAIL;PELIKANO RH;LLANO;18;45.3
2019;February;RETAIL;PELIKANO RH;MADERA;18;24.2
2019;February;RETAIL;PELIKANO RH;NUEVO COLOR;18;18.1
2019;February;RETAIL;MDP NOVOPAN;CRUDO;12;20.3
2019;February;RETAIL;MDP NOVOPAN;CRUDO;15;6
2019;February;SUR LIMA;PELIKANO;BLANCO;15;15
2019;February;SUR LIMA;PELIKANO;BLANCO;18;737.3
2019;February;SUR LIMA;PELIKANO;BLANCO;25;18.1
2019;February;SUR LIMA;PELIKANO;BLANCO;6;10.7
2019;February;SUR LIMA;PELIKANO;LLANO;18;219.6
2019;February;SUR LIMA;PELIKANO;LLANO;25;5.8
2019;February;SUR LIMA;PELIKANO;MADERA;15;3
2019;February;SUR LIMA;PELIKANO;MADERA;18;1123.3
2019;February;SUR LIMA;PELIKANO;NUEVO COLOR;18;687.5
2019;February;SUR LIMA;PELIKANO;NUEVO COLOR;25;10.8
2019;February;SUR LIMA;PELIKANO RH;BLANCO;18;247.9
2019;February;SUR LIMA;PELIKANO RH;LLANO;15;9
2019;February;SUR LIMA;PELIKANO RH;LLANO;18;24.2
2019;February;SUR LIMA;PELIKANO RH;LLANO;25;6.2
2019;February;SUR LIMA;PELIKANO RH;MADERA;18;25.3
2019;February;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;40.6
2019;February;SUR LIMA;PELIKANO RH;NUEVO COLOR;25;3.8
2019;February;SUR LIMA;PELIKANO MDF;LLANO;18;0.3
2019;February;SUR LIMA;MDP NOVOPAN;CRUDO;12;43.5
2019;February;SUR LIMA;MDP NOVOPAN;CRUDO;15;42
2019;February;SUR LIMA;MDP NOVOPAN;CRUDO;25;9.1
2019;February;SUR LIMA;MDP NOVOPAN;CRUDO;6;2.7
2019;February;SUR LIMA;MDP NOVOPAN;CRUDO;9;2.8
2019;February;SUR PROVINCIA;PELIKANO;BLANCO;15;29.9
2019;February;SUR PROVINCIA;PELIKANO;BLANCO;18;154.1
2019;February;SUR PROVINCIA;PELIKANO;BLANCO;25;1.3
2019;February;SUR PROVINCIA;PELIKANO;BLANCO;36;1.9
2019;February;SUR PROVINCIA;PELIKANO;LLANO;15;5.3
2019;February;SUR PROVINCIA;PELIKANO;LLANO;18;49.6
2019;February;SUR PROVINCIA;PELIKANO;MADERA;15;86.7
2019;February;SUR PROVINCIA;PELIKANO;MADERA;18;269.2
2019;February;SUR PROVINCIA;PELIKANO;MADERA;36;3.6
2019;February;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;66.5
2019;February;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;222.8
2019;February;SUR PROVINCIA;PELIKANO RH;BLANCO;18;22.7
2019;February;SUR PROVINCIA;PELIKANO RH;LLANO;15;1.5
2019;February;SUR PROVINCIA;PELIKANO RH;LLANO;18;0.8
2019;February;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;3
2019;February;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;36;1.1
2019;February;SUR PROVINCIA;PELIKANO MDF;LLANO;18;0.3
2019;February;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;34.8
2019;February;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;88.2
2019;February;SUR PROVINCIA;MDP NOVOPAN;CRUDO;6;13.4
2019;February;SUR PROVINCIA;MDP NOVOPAN;CRUDO;9;42.5
2019;March;CENTRO LIMA;PELIKANO;BLANCO;15;0.2
2019;March;CENTRO LIMA;PELIKANO;BLANCO;18;291
2019;March;CENTRO LIMA;PELIKANO;BLANCO;25;9.1
2019;March;CENTRO LIMA;PELIKANO;BLANCO;6;2.7
2019;March;CENTRO LIMA;PELIKANO;LLANO;18;91.8
2019;March;CENTRO LIMA;PELIKANO;LLANO;25;9.1
2019;March;CENTRO LIMA;PELIKANO;MADERA;15;3
2019;March;CENTRO LIMA;PELIKANO;MADERA;18;202.3
2019;March;CENTRO LIMA;PELIKANO;MADERA;25;3
2019;March;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;293.4
2019;March;CENTRO LIMA;PELIKANO RH;BLANCO;18;90.4
2019;March;CENTRO LIMA;PELIKANO RH;LLANO;18;20.4
2019;March;CENTRO LIMA;PELIKANO RH;MADERA;18;12.1
2019;March;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;37
2019;March;CENTRO LIMA;PELIKANO MDF;BLANCO;18;0.2
2019;March;CENTRO LIMA;MDP NOVOPAN;CRUDO;18;6
2019;March;CENTRO LIMA;MDP RH NOVOPAN;CRUDO;18;14.5
2019;March;CENTRO PROVINCIA;PELIKANO;BLANCO;15;3
2019;March;CENTRO PROVINCIA;PELIKANO;BLANCO;18;145
2019;March;CENTRO PROVINCIA;PELIKANO;LLANO;15;12
2019;March;CENTRO PROVINCIA;PELIKANO;LLANO;18;13.6
2019;March;CENTRO PROVINCIA;PELIKANO;MADERA;15;9
2019;March;CENTRO PROVINCIA;PELIKANO;MADERA;18;114.5
2019;March;CENTRO PROVINCIA;PELIKANO;MADERA;25;18.1
2019;March;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;21.9
2019;March;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;142.4
2019;March;CENTRO PROVINCIA;PELIKANO RH;BLANCO;18;12.1
2019;March;CENTRO PROVINCIA;PELIKANO RH;MADERA;18;0.9
2019;March;CENTRO PROVINCIA;PELIKANO RH;NUEVO COLOR;18;0.5
2019;March;CENTRO PROVINCIA;PELIKANO MDF;LLANO;18;0.3
2019;March;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;12;26.1
2019;March;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;15;26.9
2019;March;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;6;5.4
2019;March;GRAN INDUSTRIA;PELIKANO;BLANCO;15;1
2019;March;GRAN INDUSTRIA;PELIKANO;BLANCO;18;8.3
2019;March;GRAN INDUSTRIA;PELIKANO;BLANCO;25;1.3
2019;March;GRAN INDUSTRIA;PELIKANO;BLANCO;36;0.9
2019;March;GRAN INDUSTRIA;PELIKANO;BLANCO;6;2.2
2019;March;GRAN INDUSTRIA;PELIKANO;LLANO;15;0.1
2019;March;GRAN INDUSTRIA;PELIKANO;LLANO;18;19.2
2019;March;GRAN INDUSTRIA;PELIKANO;LLANO;6;0.1
2019;March;GRAN INDUSTRIA;PELIKANO;MADERA;18;18.7
2019;March;GRAN INDUSTRIA;PELIKANO;MADERA;25;0.5
2019;March;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;15;0.6
2019;March;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;18;8.4
2019;March;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;6;0.9
2019;March;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;9;0.1
2019;March;GRAN INDUSTRIA;PELIKANO RH;BLANCO;18;3.3
2019;March;GRAN INDUSTRIA;PELIKANO RH;BLANCO;36;0.4
2019;March;GRAN INDUSTRIA;PELIKANO RH;LLANO;15;18.1
2019;March;GRAN INDUSTRIA;PELIKANO RH;LLANO;18;32.6
2019;March;GRAN INDUSTRIA;PELIKANO RH;LLANO;25;17.8
2019;March;GRAN INDUSTRIA;PELIKANO RH;MADERA;18;2.1
2019;March;GRAN INDUSTRIA;PELIKANO RH;MADERA;25;0.9
2019;March;GRAN INDUSTRIA;PELIKANO RH;MADERA;36;0.2
2019;March;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;18;10.5
2019;March;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;36;1.1
2019;March;GRAN INDUSTRIA;PELIKANO MDF;BLANCO;18;0.6
2019;March;GRAN INDUSTRIA;PELIKANO MDF;LLANO;18;1.6
2019;March;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;12;2.1
2019;March;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;15;0.6
2019;March;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;18;0.7
2019;March;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;25;5
2019;March;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;6;0.1
2019;March;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;9;0.2
2019;March;NORTE LIMA;PELIKANO;BLANCO;15;1.5
2019;March;NORTE LIMA;PELIKANO;BLANCO;18;279.2
2019;March;NORTE LIMA;PELIKANO;BLANCO;25;15.8
2019;March;NORTE LIMA;PELIKANO;BLANCO;6;3
2019;March;NORTE LIMA;PELIKANO;LLANO;15;3
2019;March;NORTE LIMA;PELIKANO;LLANO;18;81
2019;March;NORTE LIMA;PELIKANO;LLANO;25;12.1
2019;March;NORTE LIMA;PELIKANO;MADERA;15;2.5
2019;March;NORTE LIMA;PELIKANO;MADERA;18;213.8
2019;March;NORTE LIMA;PELIKANO;MADERA;25;3
2019;March;NORTE LIMA;PELIKANO;NUEVO COLOR;18;219.8
2019;March;NORTE LIMA;PELIKANO RH;BLANCO;18;120.8
2019;March;NORTE LIMA;PELIKANO RH;LLANO;18;19.9
2019;March;NORTE LIMA;PELIKANO RH;MADERA;18;16.5
2019;March;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;35.1
2019;March;NORTE LIMA;PELIKANO RH;NUEVO COLOR;25;0.1
2019;March;NORTE LIMA;PELIKANO MDF;LLANO;18;0.1
2019;March;NORTE LIMA;MDP NOVOPAN;CRUDO;12;6.8
2019;March;NORTE LIMA;MDP NOVOPAN;CRUDO;15;5.8
2019;March;NORTE LIMA;MDP NOVOPAN;CRUDO;18;27.2
2019;March;NORTE LIMA;MDP NOVOPAN;CRUDO;6;16.1
2019;March;NORTE LIMA;MDP NOVOPAN;CRUDO;9;0.2
2019;March;NORTE LIMA;MDP RH NOVOPAN;CRUDO;18;15.6
2019;March;NORTE PROVINCIA;PELIKANO;BLANCO;15;6
2019;March;NORTE PROVINCIA;PELIKANO;BLANCO;18;509.2
2019;March;NORTE PROVINCIA;PELIKANO;BLANCO;25;1.3
2019;March;NORTE PROVINCIA;PELIKANO;LLANO;18;64.9
2019;March;NORTE PROVINCIA;PELIKANO;MADERA;18;215.4
2019;March;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;298.6
2019;March;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;78.5
2019;March;NORTE PROVINCIA;PELIKANO RH;LLANO;18;12.1
2019;March;NORTE PROVINCIA;PELIKANO RH;MADERA;18;15.9
2019;March;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;43.9
2019;March;NORTE PROVINCIA;PELIKANO MDF;BLANCO;18;2
2019;March;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;12;2.9
2019;March;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;3
2019;March;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;18;3
2019;March;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;6;5.4
2019;March;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;9;9.9
2019;March;RETAIL;PELIKANO;BLANCO;18;344.4
2019;March;RETAIL;PELIKANO;BLANCO;25;12.1
2019;March;RETAIL;PELIKANO;BLANCO;6;10.7
2019;March;RETAIL;PELIKANO;LLANO;15;9
2019;March;RETAIL;PELIKANO;LLANO;18;136
2019;March;RETAIL;PELIKANO;LLANO;25;9.1
2019;March;RETAIL;PELIKANO;MADERA;18;617.9
2019;March;RETAIL;PELIKANO;NUEVO COLOR;18;484.2
2019;March;RETAIL;PELIKANO RH;BLANCO;18;191.9
2019;March;RETAIL;PELIKANO RH;LLANO;18;39.3
2019;March;RETAIL;PELIKANO RH;MADERA;18;39.3
2019;March;RETAIL;PELIKANO RH;NUEVO COLOR;18;54.4
2019;March;RETAIL;MDP NOVOPAN;CRUDO;12;5.8
2019;March;RETAIL;MDP NOVOPAN;CRUDO;15;3
2019;March;RETAIL;MDP NOVOPAN;CRUDO;25;6
2019;March;SUR LIMA;PELIKANO;BLANCO;15;9
2019;March;SUR LIMA;PELIKANO;BLANCO;18;1226.8
2019;March;SUR LIMA;PELIKANO;BLANCO;25;13.1
2019;March;SUR LIMA;PELIKANO;BLANCO;6;3.9
2019;March;SUR LIMA;PELIKANO;LLANO;18;211.9
2019;March;SUR LIMA;PELIKANO;LLANO;25;9.1
2019;March;SUR LIMA;PELIKANO;MADERA;18;1108.2
2019;March;SUR LIMA;PELIKANO;MADERA;25;9.1
2019;March;SUR LIMA;PELIKANO;NUEVO COLOR;18;747.5
2019;March;SUR LIMA;PELIKANO RH;BLANCO;18;301.1
2019;March;SUR LIMA;PELIKANO RH;LLANO;18;12.1
2019;March;SUR LIMA;PELIKANO RH;MADERA;18;33.5
2019;March;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;93.3
2019;March;SUR LIMA;PELIKANO MDF;BLANCO;18;0.3
2019;March;SUR LIMA;PELIKANO MDF;LLANO;18;0.2
2019;March;SUR LIMA;MDP NOVOPAN;CRUDO;12;81.1
2019;March;SUR LIMA;MDP NOVOPAN;CRUDO;15;12
2019;March;SUR LIMA;MDP NOVOPAN;CRUDO;18;9.1
2019;March;SUR LIMA;MDP NOVOPAN;CRUDO;36;2.8
2019;March;SUR LIMA;MDP NOVOPAN;CRUDO;6;0.2
2019;March;SUR LIMA;MDP RH NOVOPAN;CRUDO;12;2.6
2019;March;SUR LIMA;MDP RH NOVOPAN;CRUDO;18;15.2
2019;March;SUR PROVINCIA;PELIKANO;BLANCO;15;22.4
2019;March;SUR PROVINCIA;PELIKANO;BLANCO;18;157.1
2019;March;SUR PROVINCIA;PELIKANO;BLANCO;25;1.3
2019;March;SUR PROVINCIA;PELIKANO;LLANO;15;19.5
