Year;Month;Zona Venta;Grupo Articulo;Clase Color/Clasif;Espesor.;MT3
2018;September;SUR LIMA;PELIKANO RH;BLANCO;18;254.5
2018;September;SUR LIMA;PELIKANO RH;LLANO;18;24.2
2018;September;SUR LIMA;PELIKANO RH;MADERA;18;27.8
2018;September;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;31.2
2018;September;SUR LIMA;MDP NOVOPAN;CRUDO;12;60.8
2018;September;SUR PROVINCIA;PELIKANO;BLANCO;15;62.8
2018;September;SUR PROVINCIA;PELIKANO;BLANCO;18;214.5
2018;September;SUR PROVINCIA;PELIKANO;BLANCO;25;1.3
2018;September;SUR PROVINCIA;PELIKANO;LLANO;12;2.8
2018;September;SUR PROVINCIA;PELIKANO;LLANO;15;20.5
2018;September;SUR PROVINCIA;PELIKANO;LLANO;18;66.5
2018;September;SUR PROVINCIA;PELIKANO;MADERA;15;53.8
2018;September;SUR PROVINCIA;PELIKANO;MADERA;18;253.7
2018;September;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;75.4
2018;September;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;168.1
2018;September;SUR PROVINCIA;PELIKANO;NUEVO COLOR;9;2.4
2018;September;SUR PROVINCIA;PELIKANO RH;BLANCO;18;18.1
2018;September;SUR PROVINCIA;PELIKANO RH;BLANCO;36;1.7
2018;September;SUR PROVINCIA;PELIKANO RH;LLANO;18;0.1
2018;September;SUR PROVINCIA;PELIKANO RH;MADERA;18;6.1
2018;September;SUR PROVINCIA;PELIKANO RH;MADERA;36;3.2
2018;September;SUR PROVINCIA;PELIKANO RH;MADERA;9;11.2
2018;September;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;0.4
2018;September;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;36;0.9
2018;September;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;69.5
2018;September;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;203.3
2018;September;SUR PROVINCIA;MDP NOVOPAN;CRUDO;36;2.8
2018;September;SUR PROVINCIA;MDP NOVOPAN;CRUDO;6;8
2018;September;SUR PROVINCIA;MDP RH NOVOPAN;CRUDO;18;3
2018;October;CENTRO LIMA;PELIKANO;BLANCO;15;59.8
2018;October;CENTRO LIMA;PELIKANO;BLANCO;18;281
2018;October;CENTRO LIMA;PELIKANO;BLANCO;6;2.7
2018;October;CENTRO LIMA;PELIKANO;LLANO;18;81.4
2018;October;CENTRO LIMA;PELIKANO;LLANO;25;3
2018;October;CENTRO LIMA;PELIKANO;MADERA;18;201.9
2018;October;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;213.5
2018;October;CENTRO LIMA;PELIKANO RH;BLANCO;18;63.4
2018;October;CENTRO LIMA;PELIKANO RH;LLANO;18;15
2018;October;CENTRO LIMA;PELIKANO RH;MADERA;18;11.6
2018;October;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;25.6
2018;October;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;36;2.8
2018;October;CENTRO LIMA;PELIKANO MDF;LLANO;18;0.7
2018;October;CENTRO LIMA;MDP NOVOPAN;CRUDO;12;11.6
2018;October;CENTRO LIMA;MDP NOVOPAN;CRUDO;15;12
2018;October;CENTRO LIMA;MDP NOVOPAN;CRUDO;25;36.2
2018;October;CENTRO LIMA;MDP RH NOVOPAN;CRUDO;18;6
2018;October;CENTRO PROVINCIA;PELIKANO;BLANCO;15;29.2
2018;October;CENTRO PROVINCIA;PELIKANO;BLANCO;18;93.7
2018;October;CENTRO PROVINCIA;PELIKANO;LLANO;15;3
2018;October;CENTRO PROVINCIA;PELIKANO;LLANO;18;15.1
2018;October;CENTRO PROVINCIA;PELIKANO;MADERA;18;127.2
2018;October;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;4.3
2018;October;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;82.9
2018;October;CENTRO PROVINCIA;PELIKANO RH;BLANCO;18;6
2018;October;CENTRO PROVINCIA;PELIKANO RH;BLANCO;36;0.9
2018;October;CENTRO PROVINCIA;PELIKANO RH;LLANO;18;1.5
2018;October;CENTRO PROVINCIA;PELIKANO RH;MADERA;18;2.5
2018;October;CENTRO PROVINCIA;PELIKANO RH;NUEVO COLOR;18;0.5
2018;October;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;12;2.9
2018;October;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;15;93.4
2018;October;GRAN INDUSTRIA;PELIKANO;BLANCO;18;16.7
2018;October;GRAN INDUSTRIA;PELIKANO;LLANO;18;0.3
2018;October;GRAN INDUSTRIA;PELIKANO;MADERA;18;2.4
2018;October;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;18;18.5
2018;October;GRAN INDUSTRIA;PELIKANO RH;BLANCO;18;24.3
2018;October;GRAN INDUSTRIA;PELIKANO RH;LLANO;18;0.2
2018;October;GRAN INDUSTRIA;PELIKANO RH;MADERA;18;10.6
2018;October;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;18;0.1
2018;October;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;12;0.1
2018;October;GRAN INDUSTRIA;MDP NOVOPAN;CRUDO;15;6
2018;October;NORTE LIMA;PELIKANO;BLANCO;15;10.5
2018;October;NORTE LIMA;PELIKANO;BLANCO;18;268.9
2018;October;NORTE LIMA;PELIKANO;BLANCO;25;18.1
2018;October;NORTE LIMA;PELIKANO;LLANO;18;91.3
2018;October;NORTE LIMA;PELIKANO;LLANO;25;10.4
2018;October;NORTE LIMA;PELIKANO;MADERA;18;155.8
2018;October;NORTE LIMA;PELIKANO;NUEVO COLOR;15;2
2018;October;NORTE LIMA;PELIKANO;NUEVO COLOR;18;175.8
2018;October;NORTE LIMA;PELIKANO RH;BLANCO;18;78.6
2018;October;NORTE LIMA;PELIKANO RH;LLANO;18;16.6
2018;October;NORTE LIMA;PELIKANO RH;MADERA;18;16.6
2018;October;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;26.4
2018;October;NORTE LIMA;PELIKANO RH;NUEVO COLOR;36;5.9
2018;October;NORTE LIMA;MDP NOVOPAN;CRUDO;12;5.8
2018;October;NORTE LIMA;MDP NOVOPAN;CRUDO;15;71.8
2018;October;NORTE LIMA;MDP NOVOPAN;CRUDO;25;36.2
2018;October;NORTE LIMA;MDP RH NOVOPAN;CRUDO;18;3
2018;October;NORTE PROVINCIA;PELIKANO;BLANCO;18;391.3
2018;October;NORTE PROVINCIA;PELIKANO;BLANCO;25;3
2018;October;NORTE PROVINCIA;PELIKANO;LLANO;18;77.8
2018;October;NORTE PROVINCIA;PELIKANO;MADERA;18;280
2018;October;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;312.7
2018;October;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;76.3
2018;October;NORTE PROVINCIA;PELIKANO RH;LLANO;18;3
2018;October;NORTE PROVINCIA;PELIKANO RH;MADERA;18;16.3
2018;October;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;20
2018;October;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;36;0.4
2018;October;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;12;5.8
2018;October;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;15
2018;October;NORTE PROVINCIA;MDP RH NOVOPAN;CRUDO;18;6
2018;October;RETAIL;PELIKANO;BLANCO;15;29.9
2018;October;RETAIL;PELIKANO;BLANCO;18;367.1
2018;October;RETAIL;PELIKANO;BLANCO;6;18.7
2018;October;RETAIL;PELIKANO;LLANO;15;9
2018;October;RETAIL;PELIKANO;LLANO;18;120.8
2018;October;RETAIL;PELIKANO;MADERA;18;402.6
2018;October;RETAIL;PELIKANO;NUEVO COLOR;18;275
2018;October;RETAIL;PELIKANO RH;BLANCO;18;136
2018;October;RETAIL;PELIKANO RH;LLANO;18;21.1
2018;October;RETAIL;PELIKANO RH;MADERA;18;39.3
2018;October;RETAIL;PELIKANO RH;NUEVO COLOR;18;45.3
2018;October;RETAIL;PELIKANO MDF;BLANCO;18;1.8
2018;October;RETAIL;MDP NOVOPAN;CRUDO;12;5.8
2018;October;RETAIL;MDP NOVOPAN;CRUDO;15;29.9
2018;October;SUR LIMA;PELIKANO;BLANCO;15;17.9
2018;October;SUR LIMA;PELIKANO;BLANCO;18;779.6
2018;October;SUR LIMA;PELIKANO;BLANCO;25;6.2
2018;October;SUR LIMA;PELIKANO;BLANCO;6;8
2018;October;SUR LIMA;PELIKANO;LLANO;18;226.6
2018;October;SUR LIMA;PELIKANO;LLANO;25;9.1
2018;October;SUR LIMA;PELIKANO;MADERA;18;1172.1
2018;October;SUR LIMA;PELIKANO;NUEVO COLOR;18;472.2
2018;October;SUR LIMA;PELIKANO RH;BLANCO;18;266.8
2018;October;SUR LIMA;PELIKANO RH;LLANO;18;25.7
2018;October;SUR LIMA;PELIKANO RH;MADERA;18;36.3
2018;October;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;47
2018;October;SUR LIMA;PELIKANO RH;NUEVO COLOR;36;0.9
2018;October;SUR LIMA;PELIKANO MDF;BLANCO;18;0.3
2018;October;SUR LIMA;PELIKANO MDF;LLANO;18;0.2
2018;October;SUR PROVINCIA;PELIKANO;BLANCO;15;53.8
2018;October;SUR PROVINCIA;PELIKANO;BLANCO;18;148.1
2018;October;SUR PROVINCIA;PELIKANO;LLANO;15;22
2018;October;SUR PROVINCIA;PELIKANO;LLANO;18;55.4
2018;October;SUR PROVINCIA;PELIKANO;LLANO;25;1.3
2018;October;SUR PROVINCIA;PELIKANO;MADERA;15;79.2
2018;October;SUR PROVINCIA;PELIKANO;MADERA;18;258.6
2018;October;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;76.8
2018;October;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;153.6
2018;October;SUR PROVINCIA;PELIKANO RH;BLANCO;18;18.1
2018;October;SUR PROVINCIA;PELIKANO RH;MADERA;18;6.9
2018;October;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;0.2
2018;October;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;36;1.1
2018;October;SUR PROVINCIA;PELIKANO MDF;BLANCO;18;0.7
2018;October;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;34.8
2018;October;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;158.5
2018;November;CENTRO LIMA;PELIKANO;BLANCO;18;420
2018;November;CENTRO LIMA;PELIKANO;BLANCO;25;1.3
2018;November;CENTRO LIMA;PELIKANO;LLANO;15;3
2018;November;CENTRO LIMA;PELIKANO;LLANO;18;76.9
2018;November;CENTRO LIMA;PELIKANO;LLANO;25;6.7
2018;November;CENTRO LIMA;PELIKANO;MADERA;18;190.8
2018;November;CENTRO LIMA;PELIKANO;MADERA;25;1.3
2018;November;CENTRO LIMA;PELIKANO;NUEVO COLOR;15;0.3
2018;November;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;152.4
2018;November;CENTRO LIMA;PELIKANO RH;BLANCO;18;121.2
2018;November;CENTRO LIMA;PELIKANO RH;LLANO;18;1.5
2018;November;CENTRO LIMA;PELIKANO RH;LLANO;36;1.9
2018;November;CENTRO LIMA;PELIKANO RH;MADERA;18;15.6
2018;November;CENTRO LIMA;PELIKANO RH;MADERA;36;2.8
2018;November;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;30.2
2018;November;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;36;4.2
2018;November;CENTRO LIMA;MDP NOVOPAN;CRUDO;12;2.9
2018;November;CENTRO LIMA;MDP NOVOPAN;CRUDO;15;3
2018;November;CENTRO LIMA;MDP NOVOPAN;CRUDO;18;6
2018;November;CENTRO LIMA;MDP RH NOVOPAN;CRUDO;18;3
2018;November;CENTRO PROVINCIA;PELIKANO;BLANCO;18;69.5
2018;November;CENTRO PROVINCIA;PELIKANO;LLANO;18;40.8
2018;November;CENTRO PROVINCIA;PELIKANO;LLANO;25;3
2018;November;CENTRO PROVINCIA;PELIKANO;MADERA;18;114.9
2018;November;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;14.9
2018;November;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;105.5
2018;November;CENTRO PROVINCIA;PELIKANO RH;BLANCO;18;24.2
2018;November;CENTRO PROVINCIA;PELIKANO RH;LLANO;18;1.5
2018;November;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;12;20.3
2018;November;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;15;77.7
2018;November;CENTRO PROVINCIA;MDP RH NOVOPAN;CRUDO;18;3
2018;November;GRAN INDUSTRIA;PELIKANO;BLANCO;18;7.8
2018;November;GRAN INDUSTRIA;PELIKANO;BLANCO;25;0.1
2018;November;GRAN INDUSTRIA;PELIKANO;LLANO;18;2.1
2018;November;GRAN INDUSTRIA;PELIKANO;MADERA;15;3.1
2018;November;GRAN INDUSTRIA;PELIKANO;MADERA;18;7.3
2018;November;GRAN INDUSTRIA;PELIKANO;MADERA;25;0.1
2018;November;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;15;0.1
2018;November;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;18;10.3
2018;November;GRAN INDUSTRIA;PELIKANO RH;BLANCO;18;4.2
2018;November;GRAN INDUSTRIA;PELIKANO RH;BLANCO;36;0.2
2018;November;GRAN INDUSTRIA;PELIKANO RH;LLANO;15;5.6
2018;November;GRAN INDUSTRIA;PELIKANO RH;LLANO;18;71.9
2018;November;GRAN INDUSTRIA;PELIKANO RH;LLANO;25;7.7
2018;November;GRAN INDUSTRIA;PELIKANO RH;LLANO;36;0.4
2018;November;GRAN INDUSTRIA;PELIKANO RH;MADERA;18;0.5
2018;November;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;18;7.3
2018;November;NORTE LIMA;PELIKANO;BLANCO;18;226.6
2018;November;NORTE LIMA;PELIKANO;BLANCO;6;2.7
2018;November;NORTE LIMA;PELIKANO;LLANO;18;80
2018;November;NORTE LIMA;PELIKANO;LLANO;25;4.6
2018;November;NORTE LIMA;PELIKANO;MADERA;18;224.8
2018;November;NORTE LIMA;PELIKANO;MADERA;25;3
2018;November;NORTE LIMA;PELIKANO;MADERA;6;0.2
2018;November;NORTE LIMA;PELIKANO;NUEVO COLOR;18;239.5
2018;November;NORTE LIMA;PELIKANO RH;BLANCO;18;117.8
2018;November;NORTE LIMA;PELIKANO RH;LLANO;15;1.3
2018;November;NORTE LIMA;PELIKANO RH;LLANO;18;21.2
2018;November;NORTE LIMA;PELIKANO RH;MADERA;18;15.9
2018;November;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;19.8
2018;November;NORTE LIMA;PELIKANO RH;NUEVO COLOR;36;8.5
2018;November;NORTE LIMA;MDP NOVOPAN;CRUDO;15;38.9
2018;November;NORTE LIMA;MDP NOVOPAN;CRUDO;6;64.2
2018;November;NORTE LIMA;MDP RH NOVOPAN;CRUDO;18;4.5
2018;November;NORTE PROVINCIA;PELIKANO;BLANCO;18;284
2018;November;NORTE PROVINCIA;PELIKANO;LLANO;18;97.4
2018;November;NORTE PROVINCIA;PELIKANO;MADERA;18;261.3
2018;November;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;259.7
2018;November;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;82.3
2018;November;NORTE PROVINCIA;PELIKANO RH;MADERA;18;12.8
2018;November;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;28.7
2018;November;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;36;0.2
2018;November;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;12;17.4
2018;November;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;32.9
2018;November;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;18;3
2018;November;RETAIL;PELIKANO;BLANCO;18;380.7
2018;November;RETAIL;PELIKANO;BLANCO;6;16
2018;November;RETAIL;PELIKANO;LLANO;18;129.9
2018;November;RETAIL;PELIKANO;MADERA;18;556
2018;November;RETAIL;PELIKANO;NUEVO COLOR;18;364.1
2018;November;RETAIL;PELIKANO RH;BLANCO;18;262.9
2018;November;RETAIL;PELIKANO RH;LLANO;18;30.2
2018;November;RETAIL;PELIKANO RH;MADERA;18;24.2
2018;November;RETAIL;PELIKANO RH;NUEVO COLOR;18;30.2
2018;November;RETAIL;MDP NOVOPAN;CRUDO;12;15.9
2018;November;RETAIL;MDP NOVOPAN;CRUDO;15;4.5
2018;November;RETAIL;MDP RH NOVOPAN;CRUDO;18;6
2018;November;SUR LIMA;PELIKANO;BLANCO;18;1409.2
2018;November;SUR LIMA;PELIKANO;BLANCO;25;25.8
2018;November;SUR LIMA;PELIKANO;BLANCO;6;13.4
2018;November;SUR LIMA;PELIKANO;LLANO;15;3
2018;November;SUR LIMA;PELIKANO;LLANO;18;112.2
2018;November;SUR LIMA;PELIKANO;LLANO;25;21.2
2018;November;SUR LIMA;PELIKANO;MADERA;18;996.2
2018;November;SUR LIMA;PELIKANO;NUEVO COLOR;18;515
2018;November;SUR LIMA;PELIKANO RH;BLANCO;18;343.6
2018;November;SUR LIMA;PELIKANO RH;LLANO;18;21.1
2018;November;SUR LIMA;PELIKANO RH;MADERA;18;26
2018;November;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;24.6
2018;November;SUR LIMA;PELIKANO RH;NUEVO COLOR;36;7.4
2018;November;SUR LIMA;MDP NOVOPAN;CRUDO;12;81.1
2018;November;SUR LIMA;MDP NOVOPAN;CRUDO;15;110.6
2018;November;SUR LIMA;MDP NOVOPAN;CRUDO;18;15.1
2018;November;SUR LIMA;MDP NOVOPAN;CRUDO;25;3
2018;November;SUR LIMA;MDP NOVOPAN;CRUDO;6;64.2
2018;November;SUR LIMA;MDP RH NOVOPAN;CRUDO;18;13
2018;November;SUR PROVINCIA;PELIKANO;BLANCO;15;36.2
2018;November;SUR PROVINCIA;PELIKANO;BLANCO;18;235.7
2018;November;SUR PROVINCIA;PELIKANO;LLANO;15;1.5
2018;November;SUR PROVINCIA;PELIKANO;LLANO;18;44.8
2018;November;SUR PROVINCIA;PELIKANO;LLANO;25;3.9
2018;November;SUR PROVINCIA;PELIKANO;MADERA;15;68.8
2018;November;SUR PROVINCIA;PELIKANO;MADERA;18;198.8
2018;November;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;33.8
2018;November;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;220.1
2018;November;SUR PROVINCIA;PELIKANO RH;BLANCO;18;18.1
2018;November;SUR PROVINCIA;PELIKANO RH;BLANCO;36;1.7
2018;November;SUR PROVINCIA;PELIKANO RH;MADERA;18;0.6
2018;November;SUR PROVINCIA;PELIKANO RH;MADERA;36;2.3
2018;November;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;1.5
2018;November;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;36;2.8
2018;November;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;8.7
2018;November;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;101.7
2018;November;SUR PROVINCIA;MDP NOVOPAN;CRUDO;18;12.1
2018;November;SUR PROVINCIA;MDP NOVOPAN;CRUDO;6;32.1
2018;December;CENTRO LIMA;PELIKANO;BLANCO;15;15
2018;December;CENTRO LIMA;PELIKANO;BLANCO;18;53.3
2018;December;CENTRO LIMA;PELIKANO;BLANCO;25;3
2018;December;CENTRO LIMA;PELIKANO;LLANO;15;0.2
2018;December;CENTRO LIMA;PELIKANO;LLANO;18;59.4
2018;December;CENTRO LIMA;PELIKANO;LLANO;25;3
2018;December;CENTRO LIMA;PELIKANO;MADERA;18;170.5
2018;December;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;172.7
2018;December;CENTRO LIMA;PELIKANO;NUEVO COLOR;9;0.3
2018;December;CENTRO LIMA;PELIKANO RH;BLANCO;18;68
2018;December;CENTRO LIMA;PELIKANO RH;LLANO;15;0.2
2018;December;CENTRO LIMA;PELIKANO RH;LLANO;18;10.6
2018;December;CENTRO LIMA;PELIKANO RH;MADERA;18;15.1
2018;December;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;22.7
2018;December;CENTRO LIMA;MDP RH NOVOPAN;CRUDO;18;3
2018;December;CENTRO PROVINCIA;PELIKANO;BLANCO;15;3
2018;December;CENTRO PROVINCIA;PELIKANO;BLANCO;18;48.4
2018;December;CENTRO PROVINCIA;PELIKANO;LLANO;18;30.2
2018;December;CENTRO PROVINCIA;PELIKANO;MADERA;15;3
2018;December;CENTRO PROVINCIA;PELIKANO;MADERA;18;119.9
2018;December;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;13.2
2018;December;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;70.7
2018;December;CENTRO PROVINCIA;PELIKANO RH;LLANO;18;7
2018;December;CENTRO PROVINCIA;PELIKANO RH;MADERA;18;3.1
2018;December;GRAN INDUSTRIA;PELIKANO;BLANCO;18;6
2018;December;GRAN INDUSTRIA;PELIKANO;LLANO;18;3
2018;December;GRAN INDUSTRIA;PELIKANO;LLANO;9;2.8
2018;December;GRAN INDUSTRIA;PELIKANO;MADERA;18;1.5
2018;December;GRAN INDUSTRIA;PELIKANO;MADERA;6;3.7
2018;December;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;18;6
2018;December;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;6;5.4
2018;December;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;9;7.9
2018;December;GRAN INDUSTRIA;PELIKANO RH;BLANCO;18;3
2018;December;GRAN INDUSTRIA;PELIKANO RH;LLANO;15;20.7
2018;December;GRAN INDUSTRIA;PELIKANO RH;LLANO;18;136
2018;December;GRAN INDUSTRIA;PELIKANO RH;LLANO;25;14.8
2018;December;GRAN INDUSTRIA;PELIKANO RH;LLANO;9;2.1
2018;December;GRAN INDUSTRIA;PELIKANO RH;MADERA;6;13
2018;December;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;18;3
2018;December;NORTE LIMA;PELIKANO;BLANCO;15;8.5
2018;December;NORTE LIMA;PELIKANO;BLANCO;18;234.2
2018;December;NORTE LIMA;PELIKANO;LLANO;18;74.6
2018;December;NORTE LIMA;PELIKANO;LLANO;25;3
2018;December;NORTE LIMA;PELIKANO;MADERA;18;138.9
2018;December;NORTE LIMA;PELIKANO;NUEVO COLOR;18;89.5
2018;December;NORTE LIMA;PELIKANO RH;BLANCO;18;27.2
2018;December;NORTE LIMA;PELIKANO RH;LLANO;15;4.8
2018;December;NORTE LIMA;PELIKANO RH;LLANO;18;28.7
2018;December;NORTE LIMA;PELIKANO RH;MADERA;18;19.7
2018;December;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;25.7
2018;December;NORTE LIMA;MDP RH NOVOPAN;CRUDO;18;1.5
2018;December;NORTE PROVINCIA;PELIKANO;BLANCO;15;3
2018;December;NORTE PROVINCIA;PELIKANO;BLANCO;18;305.2
2018;December;NORTE PROVINCIA;PELIKANO;LLANO;18;57.3
2018;December;NORTE PROVINCIA;PELIKANO;MADERA;18;235
2018;December;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;228.1
2018;December;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;61.2
2018;December;NORTE PROVINCIA;PELIKANO RH;LLANO;18;13.6
2018;December;NORTE PROVINCIA;PELIKANO RH;MADERA;18;13.5
2018;December;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;10.6
2018;December;NORTE PROVINCIA;PELIKANO MDF;LLANO;18;2
2018;December;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;3
2018;December;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;6;10.7
2018;December;NORTE PROVINCIA;MDP RH NOVOPAN;CRUDO;18;6
2018;December;RETAIL;PELIKANO;BLANCO;15;44.9
2018;December;RETAIL;PELIKANO;BLANCO;18;622.4
2018;December;RETAIL;PELIKANO;BLANCO;6;16.1
2018;December;RETAIL;PELIKANO;LLANO;18;172.2
2018;December;RETAIL;PELIKANO;MADERA;18;540.8
2018;December;RETAIL;PELIKANO;NUEVO COLOR;18;472.2
2018;December;RETAIL;PELIKANO RH;BLANCO;18;246.3
2018;December;RETAIL;PELIKANO RH;LLANO;18;12.1
2018;December;RETAIL;PELIKANO RH;MADERA;18;39.3
2018;December;RETAIL;PELIKANO RH;NUEVO COLOR;18;24.2
2018;December;RETAIL;MDP NOVOPAN;CRUDO;12;1.5
2018;December;RETAIL;MDP NOVOPAN;CRUDO;15;3
2018;December;RETAIL;MDP RH NOVOPAN;CRUDO;18;15.1
2018;December;SUR LIMA;PELIKANO;BLANCO;15;38.9
2018;December;SUR LIMA;PELIKANO;BLANCO;18;876.2
2018;December;SUR LIMA;PELIKANO;BLANCO;6;16.1
2018;December;SUR LIMA;PELIKANO;LLANO;15;6
2018;December;SUR LIMA;PELIKANO;LLANO;18;276.2
2018;December;SUR LIMA;PELIKANO;LLANO;25;21.1
2018;December;SUR LIMA;PELIKANO;MADERA;18;1278.7
2018;December;SUR LIMA;PELIKANO;NUEVO COLOR;18;344.6
2018;December;SUR LIMA;PELIKANO;NUEVO COLOR;6;0.6
2018;December;SUR LIMA;PELIKANO RH;BLANCO;18;234.1
2018;December;SUR LIMA;PELIKANO RH;LLANO;15;3
2018;December;SUR LIMA;PELIKANO RH;LLANO;18;69.5
2018;December;SUR LIMA;PELIKANO RH;LLANO;25;6
2018;December;SUR LIMA;PELIKANO RH;MADERA;18;22.1
2018;December;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;24.8
2018;December;SUR LIMA;MDP NOVOPAN;CRUDO;18;3
2018;December;SUR LIMA;MDP NOVOPAN;CRUDO;25;3
2018;December;SUR LIMA;MDP RH NOVOPAN;CRUDO;18;9.1
2018;December;SUR PROVINCIA;PELIKANO;BLANCO;15;35.6
2018;December;SUR PROVINCIA;PELIKANO;BLANCO;18;145
2018;December;SUR PROVINCIA;PELIKANO;LLANO;15;12.8
2018;December;SUR PROVINCIA;PELIKANO;LLANO;18;28.7
2018;December;SUR PROVINCIA;PELIKANO;MADERA;15;83.8
2018;December;SUR PROVINCIA;PELIKANO;MADERA;18;232.1
2018;December;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;30.6
2018;December;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;173
2018;December;SUR PROVINCIA;PELIKANO RH;BLANCO;18;21.1
2018;December;SUR PROVINCIA;PELIKANO RH;BLANCO;36;2.5
2018;December;SUR PROVINCIA;PELIKANO RH;MADERA;18;16.6
2018;December;SUR PROVINCIA;PELIKANO RH;MADERA;36;0.6
2018;December;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;3
2018;December;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;36;7.2
2018;December;SUR PROVINCIA;PELIKANO MDF;LLANO;18;0.3
2018;December;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;31.9
2018;December;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;66.8
2018;December;SUR PROVINCIA;MDP NOVOPAN;CRUDO;18;27.2
2018;December;SUR PROVINCIA;MDP NOVOPAN;CRUDO;6;96.3
2019;January;CENTRO LIMA;PELIKANO;BLANCO;15;29.9
2019;January;CENTRO LIMA;PELIKANO;BLANCO;18;226.5
2019;January;CENTRO LIMA;PELIKANO;BLANCO;25;12.1
2019;January;CENTRO LIMA;PELIKANO;BLANCO;6;3
2019;January;CENTRO LIMA;PELIKANO;LLANO;18;85.1
2019;January;CENTRO LIMA;PELIKANO;LLANO;25;12.1
2019;January;CENTRO LIMA;PELIKANO;MADERA;18;229.7
